0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	15	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	15	15	15	15	15	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
0	0	15	15	15	0	15	0	15	15	15	0	0	0	0	0	6	6	0	6	0	6	6	6	0
0	15	15	15	15	0	15	0	15	15	15	0	0	0	0	0	0	6	6	6	6	6	6	0	0
0	15	15	15	15	15	15	15	15	0	15	0	0	0	0	0	0	6	0	6	0	6	6	6	0
0	15	15	15	15	15	15	15	15	0	0	15	0	0	0	6	6	6	0	6	0	6	6	0	0
0	0	15	15	15	15	15	15	15	0	0	15	0	0	6	6	6	6	6	6	6	6	6	0	0
0	0	0	0	0	0	4	4	15	0	0	15	0	0	0	6	6	6	6	6	6	6	0	0	0
0	0	0	0	0	0	15	15	0	15	15	0	0	0	0	0	0	0	0	6	0	0	0	0	0
0	0	0	0	0	15	15	15	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0
0	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	6	6	6	6	0	6	6	0
0	0	0	0	0	15	15	15	15	0	0	0	0	0	0	0	0	0	6	6	6	6	6	6	0
0	0	0	0	0	0	15	15	15	15	15	0	0	0	0	0	0	0	0	6	0	0	0	0	0
0	0	0	0	15	15	15	15	15	0	0	0	0	0	0	0	0	6	6	6	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
